SNO,Xdata,Ydata,Zdata
7717,3,109,7
7718,-2,-144,9
7719,-2,-144,9
7720,-18,166,29
7721,-39,-117,37
7722,-39,-117,37
7723,10,93,17
7724,10,93,17
7725,24,-45,44
7726,-31,12,4
7727,-31,12,4
7728,3,-28,14
7729,-2,37,12
7730,-2,37,12
7731,-37,-1,15
7732,-37,-1,15
7733,-14,2,21
7734,-29,-14,1
7735,-29,-14,1
7736,-36,-23,-5
7737,-36,-23,-5
7738,16,42,-35
7739,-9,-20,32
7740,-9,-20,32
7741,12,26,5
7742,-9,-4,9
7743,-9,-4,9
7744,-19,13,8
7745,-19,13,8
7746,3,-66,10
7747,3,52,35
7748,3,52,35
7749,-13,-34,0
7750,-17,2,28
7751,-17,2,28
7752,-31,-40,23
7753,-31,-40,23
7754,-27,21,10
7755,-27,-14,7
7756,-27,-14,7
7757,-13,16,-9
7758,-23,-26,-14
7759,-23,-26,-14
7760,-24,13,7
7761,-24,13,7
7762,-2,14,54
7763,22,10,-18
7764,22,10,-18
7765,6,-4,12
7766,-7,-1,-37
7767,-7,-1,-37
7768,-37,22,-17
7769,-37,22,-17
7770,-27,9,-27
7771,-7,-18,-32
7772,-7,-18,-32
7773,-37,-7,-36
7774,-23,-23,-31
7775,-23,-23,-31
7776,-19,6,-11
7777,-19,6,-11
7778,-57,-2,-76
7779,0,1,13
7780,0,1,13
7781,-17,-17,9
7782,-37,-21,-20
7783,-37,-21,-20
7784,4,23,-9
7785,4,23,-9
7786,20,0,-57
7787,-1,-15,8
7788,-1,-15,8
7789,-30,-25,4
7790,-29,-39,-1
7791,-29,-39,-1
7792,-6,-6,-3
7793,-6,-6,-3
7794,1,18,23
7795,-35,-20,29
7796,-35,-20,29
7797,-15,23,-12
7798,-40,21,33
7799,-40,21,33
7800,38,-14,-23
7801,38,-14,-23
7802,8,14,-3
7803,-26,-14,-1
7804,-26,-14,-1
7805,-15,16,-1
7806,-3,-8,-12
7807,-3,-8,-12
7808,-33,-53,-34
7809,-33,-53,-34
7810,-23,-26,-6
7811,-10,-9,-4
7812,-10,-9,-4
7813,4,9,-14
7814,4,3,5
7815,4,3,5
7816,9,7,34
7817,9,7,34
7818,9,-30,-6
7819,-31,-20,30
7820,-31,-20,30
7821,-41,8,28
7822,-41,8,28
7823,-20,-26,-15
7824,16,42,-35
7825,16,42,-35
7826,4,21,-13
7827,-11,-18,60
7828,-11,-18,60
7829,13,-4,35
7830,13,-4,35
7831,-34,-6,34
7832,-11,-73,43
7833,-11,-73,43
7834,25,5,10
7835,6,13,31
7836,6,13,31
7837,-18,-20,-34
7838,-18,-20,-34
7839,-17,-13,-66
7840,-11,-12,-32
7841,-11,-12,-32
7842,18,46,56
7843,7,-7,-1
7844,7,-7,-1
7845,-6,-10,24
7846,-6,-10,24
7847,1,-42,-59
7848,31,-15,12
7849,31,-15,12
7850,9,47,-12
7851,-8,10,-44
7852,-8,10,-44
7853,-9,-25,-27
7854,-9,-25,-27
7855,-31,-24,14
7856,-10,-8,24
7857,-10,-8,24
7858,20,-8,-3
7859,13,60,2
7860,13,60,2
7861,-5,-24,-3
7862,-5,-24,-3
7863,-5,-38,-10
7864,-22,-13,23
7865,-22,-13,23
7866,-12,-19,-31
7867,-1,22,-10
7868,-1,22,-10
7869,33,11,-27
7870,33,11,-27
7871,30,14,-21
7872,1,12,-7
7873,1,12,-7
7874,-20,-24,-31
7875,4,-13,4
7876,4,-13,4
7877,-22,6,-56
7878,-22,6,-56
7879,-20,-21,-31
7880,-5,5,3
7881,-5,5,3
7882,0,21,-7
7883,-24,-49,-6
7884,-24,-49,-6
7885,-25,27,0
7886,-25,27,0
7887,10,-13,-15
7888,15,-12,24
7889,15,-12,24
7890,3,-29,-17
7891,20,0,-11
7892,20,0,-11
7893,23,4,-21
7894,23,4,-21
7895,3,33,-2
7896,-4,-43,-43
7897,-4,-43,-43
7898,3,-2,-1
7899,5,-6,-53
7900,5,-6,-53
7901,-10,-26,11
7902,-10,-26,11
7903,16,-3,12
7904,15,29,-30
7905,15,29,-30
7906,-3,19,-10
7907,-3,19,-10
7908,-21,-4,10
7909,9,1,15
7910,9,1,15
7911,4,-59,3
7912,-2,11,-7
7913,-2,11,-7
7914,-15,-11,3
7915,-15,-11,3
7916,-12,0,22
7917,-6,1,27
7918,-6,1,27
7919,-30,4,-72
7920,-26,-22,-37
7921,-26,-22,-37
7922,6,19,-81
7923,6,19,-81
7924,31,-30,-22
7925,-30,14,1
7926,-30,14,1
7927,-23,12,17
7928,13,0,44
7929,13,0,44
7930,5,6,12
7931,5,6,12
7932,22,1,20
7933,-10,-21,-16
7934,-10,-21,-16
7935,-9,30,-15
7936,-5,6,-26
7937,-5,6,-26
7938,19,13,-39
7939,19,13,-39
7940,-44,-31,-17
7941,-20,-8,21
7942,-20,-8,21
7943,-12,20,-13
7944,-39,35,-5
7945,-39,35,-5
7946,-4,2,8
7947,-4,2,8
7948,0,-25,-2
7949,7,7,49
7950,7,7,49
7951,-20,-29,-12
7952,-4,-3,-8
7953,-4,-3,-8
7954,0,-7,2
7955,0,-7,2
7956,-19,2,9
7957,-20,-24,-7
7958,-20,-24,-7
7959,20,27,-22
7960,-1,20,29
7961,-1,20,29
7962,-30,5,-27
7963,-30,5,-27
7964,-50,-10,-12
7965,-30,-13,59
7966,-30,-13,59
7967,-17,-21,29
7968,1,-3,0
7969,1,-3,0
7970,-23,-8,-13
7971,-23,-8,-13
7972,-1,22,13
7973,-17,4,18
7974,-17,4,18
7975,-18,21,10
7976,-5,-19,-28
7977,-5,-19,-28
7978,27,-24,19
7979,27,-24,19
7980,3,-13,-6
7981,-11,5,-10
7982,-11,5,-10
7983,-4,-16,10
7984,7,-6,-25
7985,7,-6,-25
7986,-39,-6,31
7987,-39,-6,31
7988,-31,-1,15
7989,-18,18,7
7990,-18,18,7
7991,-54,17,6
7992,-54,17,6
7993,-9,-52,35
7994,9,25,14
7995,9,25,14
7996,22,14,-23
7997,-5,-28,-19
7998,-5,-28,-19
7999,-8,-6,-26
8000,-8,-6,-26
8001,7,-5,-18
8002,-25,-25,10
8003,-25,-25,10
8004,-35,2,11
8005,-23,26,11
8006,-23,26,11
8007,26,24,-20
8008,26,24,-20
8009,-4,15,4
8010,-15,-15,17
8011,-15,-15,17
8012,-1,13,14
8013,-11,23,-9
8014,-11,23,-9
8015,-44,9,4
8016,-44,9,4
8017,-36,11,18
8018,-11,-50,27
8019,-11,-50,27
8020,-25,-27,21
8021,21,1,-15
8022,21,1,-15
8023,1,-19,30
8024,1,-19,30
8025,-24,-14,9
8026,13,1,2
8027,13,1,2
8028,20,-15,-38
8029,2,17,-54
8030,2,17,-54
8031,10,50,-6
8032,10,50,-6
8033,7,34,14
8034,8,4,15
8035,8,4,15
8036,-21,-17,-35
8037,10,-14,32
8038,10,-14,32
8039,-10,25,-24
8040,-10,25,-24
8041,-9,-30,3
8042,2,-6,43
8043,2,-6,43
8044,-17,1,-4
8045,-31,-12,-26
8046,-31,-12,-26
8047,-15,-9,35
8048,-15,-9,35
8049,-27,-4,24
8050,2,5,-16
8051,2,5,-16
8052,-4,-6,9
8053,11,38,-1
8054,11,38,-1
8055,1,11,-2
8056,1,11,-2
8057,8,29,45
8058,-27,-18,24
8059,-27,-18,24
8060,-19,-3,4
8061,-14,-24,-11
8062,-14,-24,-11
8063,-11,13,17
8064,-11,13,17
8065,-4,16,-9
8066,-12,14,-3
8067,-12,14,-3
8068,-37,-57,-21
8069,-23,-29,12
8070,-23,-29,12
8071,19,7,-47
8072,19,7,-47
8073,-9,6,-8
8074,-9,23,33
8075,-9,23,33
8076,-15,-5,71
8077,-15,-5,71
8078,7,20,-19
8079,-15,-14,-12
8080,-15,-14,-12
8081,-41,-2,48
8082,17,2,61
8083,17,2,61
8084,42,-35,3
8085,42,-35,3
8086,3,-25,-8
8087,20,17,28
8088,20,17,28
8089,-18,-20,-20
8090,-20,-32,-8
8091,-20,-32,-8
8092,-2,11,-11
8093,-2,11,-11
8094,-18,33,-8
8095,-30,42,60
8096,-30,42,60
8097,1,17,11
8098,14,-30,19
8099,14,-30,19
8100,13,18,-4
8101,13,18,-4
8102,-19,-34,-27
8103,13,-11,-24
8104,13,-11,-24
8105,18,37,-10
8106,-20,-53,7
8107,-20,-53,7
8108,0,14,-3
8109,0,14,-3
8110,-9,-17,0
8111,-2,-22,14
8112,-2,-22,14
8113,-50,-98,-8
8114,-18,10,-23
8115,-18,10,-23
8116,28,-13,-24
8117,28,-13,-24
8118,-9,39,0
8119,-40,-10,8
8120,-40,-10,8
8121,-25,18,32
8122,-9,-3,44
8123,-9,-3,44
8124,-44,2,39
8125,-44,2,39
8126,-8,14,-26
8127,1,3,11
8128,1,3,11
8129,-3,-44,-2
8130,-17,0,-12
8131,-17,0,-12
8132,-5,2,-9
8133,-5,2,-9
8134,-26,16,-9
8135,-22,-30,14
8136,-22,-30,14
8137,6,-50,-13
8138,-1,23,-24
8139,-1,23,-24
8140,8,69,30
8141,8,69,30
8142,3,17,-3
8143,5,-10,-15
8144,5,-10,-15
8145,-3,-26,-25
8146,-17,-54,24
8147,-17,-54,24
8148,4,51,55
8149,4,51,55
8150,-3,37,10
8151,4,21,11
8152,4,21,11
8153,-31,14,10
8154,3,3,-43
8155,3,3,-43
8156,16,2,-35
8157,16,2,-35
8158,22,57,6
8159,13,-18,-6
8160,13,-18,-6
8161,-32,-44,6
8162,-32,-44,6
8163,50,94,-9
8164,2,-14,22
8165,2,-14,22
8166,32,10,-24
8167,-17,-8,11
8168,-17,-8,11
8169,-12,-2,59
8170,-12,-2,59
8171,-15,-23,16
8172,27,11,9
8173,27,11,9
8174,26,21,11
8175,-12,-40,2
8176,-12,-40,2
8177,9,-4,4
8178,9,-4,4
