SNO,Xdata,Ydata,Zdata
16897,9,19,-17
16898,-15,-11,25
16899,-38,37,-40
16900,-38,37,-40
16901,-19,-24,-5
16902,-19,-24,-5
16903,-12,2,22
16904,-28,-38,6
16905,-28,-38,6
16906,-47,-19,-6
16907,0,-20,4
16908,0,-20,4
16909,7,5,-22
16910,7,5,-22
16911,-30,-24,9
16912,-7,-15,-22
16913,-7,-15,-22
16914,3,-13,-45
16915,32,-17,-48
16916,32,-17,-48
16917,-3,9,11
16918,-3,9,11
16919,-24,-23,21
16920,-4,-24,5
16921,-4,-24,5
16922,-9,7,-37
16923,15,21,1
16924,15,21,1
16925,-14,-9,3
16926,-14,-9,3
16927,-2,29,26
16928,-21,25,-33
16929,-21,25,-33
16930,29,10,-34
16931,-30,-9,1
16932,-30,-9,1
16933,-20,16,10
16934,-20,16,10
16935,15,-5,6
16936,33,-1,-24
16937,33,-1,-24
16938,-14,-6,-18
16939,4,11,-33
16940,4,11,-33
16941,-11,10,-19
16942,-11,10,-19
16943,-10,-27,2
16944,-4,-9,-44
16945,-4,-9,-44
16946,-25,-20,-16
16947,-5,33,21
16948,-5,33,21
16949,-5,-3,-23
16950,-5,-3,-23
16951,7,32,21
16952,-15,-21,-38
16953,-15,-21,-38
16954,5,18,-22
16955,0,-49,2
16956,0,-49,2
16957,-38,20,-5
16958,-38,20,-5
16959,-35,10,-39
16960,0,17,34
16961,0,17,34
16962,22,-23,15
16963,22,-23,15
16964,-82,-48,-10
16965,-8,22,-23
16966,-8,22,-23
16967,13,15,-2
16968,2,-8,15
16969,2,-8,15
16970,-14,9,15
16971,-14,9,15
16972,-29,20,31
16973,-16,-6,0
16974,-16,-6,0
16975,-8,5,-2
16976,18,26,32
16977,18,26,32
16978,-16,-32,12
16979,-16,-32,12
16980,-22,-19,4
16981,-6,-31,0
16982,-6,-31,0
16983,-20,4,-3
16984,4,5,33
16985,4,5,33
16986,-34,2,-1
16987,-34,2,-1
16988,-53,-5,-32
16989,-35,-32,-10
16990,-35,-32,-10
16991,7,-4,7
16992,6,11,4
16993,6,11,4
16994,-18,-7,-50
16995,-18,-7,-50
16996,-28,-46,-2
16997,-37,30,17
16998,-37,30,17
16999,13,36,32
