SNO,Xdata,Ydata,Zdata
7338,3,3,-8
7339,1,11,-33
7340,1,11,-33
7341,12,-4,-17
7342,15,-23,19
7343,15,-23,19
7344,15,28,23
7345,15,28,23
7346,41,-13,-1
7347,-2,16,-4
7348,-2,16,-4
7349,-37,-13,-25
7350,-3,12,-41
7351,-3,12,-41
7352,23,10,-39
7353,23,10,-39
7354,8,13,-13
7355,28,-27,-18
7356,28,-27,-18
7357,7,0,10
7358,0,-13,-13
7359,0,-13,-13
7360,-4,-9,-12
7361,-4,-9,-12
7362,15,-29,-45
7363,-6,-13,13
7364,-6,-13,13
7365,26,13,-23
7366,24,17,10
7367,24,17,10
7368,14,-1,21
7369,14,-1,21
7370,3,-12,69
7371,-28,-19,-38
7372,-28,-19,-38
7373,29,14,-43
7374,22,0,-6
7375,22,0,-6
7376,30,0,-38
7377,30,0,-38
7378,-6,-18,-30
7379,12,11,-10
7380,12,11,-10
7381,24,-6,16
7382,24,-6,16
7383,-11,-13,-7
7384,9,1,-36
7385,9,1,-36
7386,27,13,-13
7387,-5,-6,11
7388,-5,-6,11
7389,9,-4,0
7390,9,-4,0
7391,35,23,4
7392,20,9,-18
7393,20,9,-18
7394,11,-7,23
7395,8,7,8
7396,8,7,8
7397,-9,-33,-1
7398,-9,-33,-1
7399,1,-6,16
7400,15,1,13
7401,15,1,13
7402,4,-6,3
7403,7,-20,-6
7404,7,-20,-6
7405,-11,17,5
7406,-11,17,5
7407,4,-21,5
7408,13,15,-25
7409,13,15,-25
7410,-3,-12,-14
7411,10,0,-5
7412,10,0,-5
7413,27,8,21
7414,27,8,21
7415,14,18,-12
7416,11,5,-22
7417,11,5,-22
7418,0,28,-11
7419,-10,9,-24
7420,-10,9,-24
7421,-10,-2,-29
7422,-10,-2,-29
7423,1,12,11
7424,-2,20,-5
7425,-2,20,-5
7426,-24,-10,-21
7427,2,24,-12
7428,2,24,-12
7429,16,10,-1
7430,16,10,-1
7431,25,17,26
7432,-15,-25,4
7433,-15,-25,4
7434,-19,-2,-22
7435,44,7,-13
7436,44,7,-13
7437,14,7,10
7438,14,7,10
7439,7,9,16
7440,-6,12,0
7441,-6,12,0
7442,38,-4,-8
7443,19,8,-18
7444,19,8,-18
7445,12,-55,-25
7446,12,-55,-25
7447,-14,-6,13
7448,26,-35,-22
7449,26,-35,-22
7450,18,-3,-32
7451,7,25,21
7452,7,25,21
7453,1,-8,1
7454,1,-8,1
7455,25,-30,27
7456,-7,-14,10
7457,-7,-14,10
7458,-4,-25,25
7459,8,-8,5
7460,8,-8,5
7461,-7,24,-14
7462,-7,24,-14
7463,0,-4,28
7464,0,4,13
7465,0,4,13
7466,13,-16,19
7467,30,-28,42
7468,30,-28,42
7469,22,13,27
7470,22,13,27
7471,6,5,68
7472,-8,-20,-4
7473,-8,-20,-4
7474,-5,-11,-5
7475,-5,-11,-5
7476,33,-3,57
7477,7,-13,-10
7478,7,-13,-10
7479,-9,-25,24
7480,1,26,18
7481,1,26,18
7482,-5,-11,16
7483,-5,-11,16
7484,23,-21,5
7485,25,20,0
7486,25,20,0
7487,8,-6,-22
7488,4,6,-28
7489,4,6,-28
7490,-33,-17,-47
7491,-33,-17,-47
7492,-10,-3,-49
7493,-13,-13,20
7494,-13,-13,20
7495,-12,34,19
7496,-10,-6,22
7497,-10,-6,22
7498,-11,29,-7
7499,-11,29,-7
7500,23,1,7
7501,29,33,12
7502,29,33,12
7503,-5,2,46
7504,0,21,43
7505,0,21,43
7506,-4,19,-5
7507,-4,19,-5
7508,-9,14,48
7509,11,6,-4
7510,11,6,-4
7511,18,41,-21
7512,32,-13,36
7513,32,-13,36
7514,-3,32,35
7515,-3,32,35
7516,17,-11,-4
7517,10,7,40
7518,10,7,40
7519,33,-21,68
7520,8,3,8
7521,8,3,8
7522,3,8,-4
7523,3,8,-4
7524,14,21,-23
7525,-2,17,9
7526,-2,17,9
7527,-12,-16,13
7528,14,24,40
7529,14,24,40
7530,-3,12,49
7531,-3,12,49
7532,-23,-37,-11
7533,8,-18,41
7534,8,-18,41
7535,22,11,15
7536,18,-9,1
7537,18,-9,1
7538,1,-10,18
7539,1,-10,18
7540,9,-5,50
7541,18,7,1
7542,18,7,1
7543,12,-17,23
7544,10,12,-14
7545,10,12,-14
7546,-13,-4,-20
7547,-13,-4,-20
7548,0,35,11
7549,20,7,-70
7550,20,7,-70
7551,-5,9,-7
7552,-5,9,-7
7553,39,21,19
7554,-7,16,-28
7555,-7,16,-28
7556,-8,10,-11
7557,-4,-9,-33
7558,-4,-9,-33
7559,-13,-46,-31
7560,-13,-46,-31
7561,15,4,-6
7562,-2,12,-7
7563,-2,12,-7
7564,-31,-15,2
7565,12,13,-13
7566,12,13,-13
7567,-19,-9,0
7568,-19,-9,0
7569,7,-11,-53
7570,9,-17,-9
7571,9,-17,-9
7572,31,-6,9
7573,1,26,-11
7574,1,26,-11
7575,4,5,-3
7576,4,5,-3
7577,-14,-27,22
7578,13,28,-12
7579,13,28,-12
7580,31,36,36
7581,17,2,-15
7582,17,2,-15
7583,-24,-11,1
7584,-24,-11,1
7585,-28,-14,-4
7586,7,9,-9
7587,7,9,-9
7588,-12,-44,13
7589,18,7,5
7590,18,7,5
7591,10,14,-10
7592,10,14,-10
7593,-16,5,0
7594,12,-16,-6
7595,12,-16,-6
7596,-31,1,-7
7597,17,12,20
7598,17,12,20
7599,20,8,-12
7600,20,8,-12
7601,-2,-10,2
7602,-34,-1,31
7603,-34,-1,31
7604,9,-21,-16
7605,-17,-5,25
7606,-17,-5,25
7607,-28,-33,1
7608,-28,-33,1
7609,16,-34,43
7610,5,-8,14
7611,5,-8,14
7612,5,5,8
7613,-10,-13,-8
7614,-10,-13,-8
7615,-20,19,-8
7616,-20,19,-8
7617,-5,-5,-23
7618,4,-13,41
7619,4,-13,41
7620,12,-16,28
7621,3,28,-20
7622,3,28,-20
7623,-4,3,-84
7624,-4,3,-84
7625,20,26,-8
7626,18,-22,15
7627,18,-22,15
7628,-5,1,-7
7629,8,-31,-28
7630,8,-31,-28
7631,4,7,-9
7632,4,7,-9
7633,35,-17,-14
7634,11,2,13
7635,11,2,13
7636,-12,-47,22
7637,-13,0,-10
7638,-13,0,-10
7639,-18,3,-47
7640,-18,3,-47
7641,21,-6,-57
7642,20,1,-13
7643,20,1,-13
7644,14,8,-33
7645,14,8,-33
7646,4,-22,-13
7647,9,27,-32
7648,9,27,-32
7649,26,-20,11
7650,-10,18,-18
7651,-10,18,-18
7652,-15,-13,0
7653,-15,-13,0
7654,2,-26,64
7655,0,0,33
7656,0,0,33
7657,-10,13,-18
7658,2,3,24
7659,2,3,24
7660,17,16,13
7661,17,16,13
7662,24,-11,25
7663,3,32,39
7664,3,32,39
7665,-4,19,-29
7666,28,-9,-25
7667,28,-9,-25
7668,-20,-3,0
7669,-20,-3,0
7670,27,32,-2
7671,37,12,-11
7672,37,12,-11
7673,-12,-2,-10
7674,18,-18,19
7675,18,-18,19
7676,28,18,0
7677,28,18,0
7678,-4,-50,-34
7679,-3,-20,-2
7680,-3,-20,-2
7681,15,-31,4
7682,6,5,-12
7683,6,5,-12
7684,24,-35,-19
7685,24,-35,-19
7686,24,10,-3
7687,42,-2,-46
7688,42,-2,-46
7689,6,4,6
7690,15,-12,-15
7691,15,-12,-15
7692,28,3,19
7693,28,3,19
7694,-4,-25,49
7695,38,13,52
7696,38,13,52
7697,0,-5,-34
7698,2,32,29
7699,2,32,29
7700,-27,-19,13
7701,-27,-19,13
7702,-3,-26,-3
7703,-1,-18,6
7704,-1,-18,6
7705,-4,7,12
7706,-20,-22,17
7707,-20,-22,17
7708,10,-7,-2
7709,10,-7,-2
7710,9,-2,-2
7711,3,12,-24
7712,3,12,-24
7713,4,-13,7
7714,-20,-7,29
