SNO,Xdata,Ydata,Zdata
0,-10,-28,-18
1,29,-23,49
2,20,29,9
3,20,29,9
4,43,-1,59
5,43,-1,59
6,41,39,0
7,-3,-11,-29
8,-3,-11,-29
9,8,1,-17
10,-1,21,-1
11,-1,21,-1
12,32,4,1
13,32,4,1
14,9,39,-2
15,1,8,-31
16,1,8,-31
17,19,-45,-18
18,16,49,-8
19,16,49,-8
20,30,12,20
21,30,12,20
22,35,28,15
23,18,51,46
24,18,51,46
25,-8,-34,24
26,-8,-34,24
27,-28,-70,-5
28,-16,-24,-11
29,-16,-24,-11
30,41,19,37
31,18,43,12
32,18,43,12
33,-56,-77,-13
34,-56,-77,-13
35,9,47,24
36,35,72,23
37,35,72,23
38,-35,65,18
39,11,33,-9
40,11,33,-9
41,31,45,15
42,31,45,15
43,-34,-46,-43
44,-7,-43,30
45,-7,-43,30
46,9,74,33
47,38,-34,37
48,38,-34,37
49,-19,-25,15
50,-19,-25,15
51,-27,-36,-9
52,-16,18,48
53,-16,18,48
54,2,22,33
55,23,27,-3
56,23,27,-3
57,-10,-20,2
58,-10,-20,2
59,8,-9,5
60,16,18,27
61,16,18,27
62,10,14,-49
63,-11,-6,-47
64,-11,-6,-47
65,-4,-42,-21
66,-4,-42,-21
67,-5,-44,33
68,17,6,-26
69,17,6,-26
70,10,-17,3
71,-5,-5,-7
72,-5,-5,-7
73,19,9,-26
74,19,9,-26
75,-1,24,-29
76,1,7,-25
77,1,7,-25
78,-11,18,49
79,26,5,-10
80,26,5,-10
81,-31,-58,-33
82,-31,-58,-33
83,-40,4,-23
84,12,-21,33
85,12,-21,33
86,-3,-13,22
87,2,10,37
88,2,10,37
89,-3,2,52
90,-3,2,52
91,30,39,27
92,-16,-13,-5
93,-16,-13,-5
94,6,32,-38
95,4,-11,-11
96,4,-11,-11
97,-10,51,-17
98,-10,51,-17
99,2,-13,19
100,9,53,22
101,9,53,22
102,17,-45,-14
103,17,-45,-14
104,17,-45,-14
105,-19,25,-9
106,-19,25,-9
107,-29,-42,21
108,-20,20,-16
109,-20,20,-16
110,-13,-13,14
111,-13,-13,14
112,-17,-7,1
113,9,4,-17
114,9,4,-17
115,-26,32,36
116,17,-7,9
117,17,-7,9
118,-13,-2,9
119,-13,-2,9
120,-10,17,-11
121,-14,-13,-3
122,-14,-13,-3
123,3,7,65
124,-2,14,33
125,-2,14,33
126,4,14,3
127,4,14,3
128,-16,39,-25
129,-15,12,14
130,-15,12,14
131,-15,-5,32
132,-27,-26,16
133,-27,-26,16
134,15,9,7
135,15,9,7
136,6,-10,-15
137,-12,7,-17
138,-12,7,-17
139,6,-31,-14
140,24,24,-32
141,24,24,-32
142,-2,-37,-28
143,-2,-37,-28
144,-6,-18,8
145,10,27,-12
146,10,27,-12
147,-14,-24,-13
148,9,16,17
149,9,16,17
150,16,11,-33
151,16,11,-33
152,0,6,-78
153,-1,-4,-30
154,-1,-4,-30
155,13,10,26
156,-12,-29,15
157,-12,-29,15
158,-21,1,23
159,-21,1,23
160,12,-19,-20
161,23,-52,20
162,23,-52,20
163,33,12,20
164,12,6,-21
165,12,6,-21
166,-1,-8,-2
167,-1,-8,-2
168,5,2,16
169,3,-12,22
170,3,-12,22
171,-10,-13,25
172,-22,32,15
173,-22,32,15
174,28,-8,-1
175,28,-8,-1
176,-26,36,4
177,12,30,-26
178,12,30,-26
179,-8,-53,-42
180,45,37,-17
181,45,37,-17
182,28,-9,20
183,28,-9,20
184,46,20,23
185,5,29,-5
186,5,29,-5
187,0,13,19
188,22,12,26
189,22,12,26
190,-4,8,-9
191,-4,8,-9
192,-19,-24,4
193,39,8,25
194,39,8,25
195,0,18,24
196,0,18,24
197,-13,-16,-35
198,-10,36,-50
199,-10,36,-50
200,-4,-10,-5
201,9,-11,-49
202,9,-11,-49
203,25,-22,-46
204,25,-22,-46
205,25,34,-5
206,27,-31,20
207,27,-31,20
208,-17,39,16
209,-27,-17,-55
210,-27,-17,-55
211,-40,3,-24
212,-40,3,-24
213,-11,3,-46
214,-3,9,-30
215,-3,9,-30
216,-32,-3,-34
217,12,22,-21
218,12,22,-21
219,24,-19,5
220,24,-19,5
221,12,24,-46
222,5,-13,15
223,5,-13,15
224,2,-7,-1
225,25,10,14
226,25,10,14
227,15,6,18
228,15,6,18
229,-17,-24,-2
230,3,38,25
231,3,38,25
232,18,-23,45
233,-2,-35,19
234,-2,-35,19
235,-8,-14,13
236,-8,-14,13
237,-15,33,-20
238,12,-5,10
239,12,-5,10
240,18,21,1
241,34,-11,-10
242,34,-11,-10
243,21,-2,-14
244,21,-2,-14
245,-26,-15,29
246,-5,26,-17
247,-5,26,-17
248,-14,5,-25
249,-14,12,-57
250,-14,12,-57
251,-14,1,-15
252,-14,1,-15
253,0,4,9
254,-9,-12,-20
255,-9,-12,-20
256,-55,13,7
257,-30,19,-2
258,-30,19,-2
259,-9,-37,10
260,-9,-37,10
261,18,61,0
262,-21,-10,-12
263,-21,-10,-12
264,-24,-7,19
265,-2,-48,-3
266,-2,-48,-3
267,16,17,-36
268,16,17,-36
269,2,37,-19
270,-23,7,-18
271,-23,7,-18
272,-15,31,69
273,-8,0,31
