SNO,Xdata,Ydata,Zdata
3686,-33,93,41
3687,93,0,-113
3688,-42,-152,52
3689,-42,-152,52
3690,4,281,-125
3691,-26,-318,110
3692,-26,-318,110
3693,3,373,-87
3694,3,373,-87
3695,-49,-217,-20
3696,-12,114,45
3697,-12,114,45
3698,-19,-22,-124
3699,-26,3,109
3700,-26,3,109
3701,-12,14,-135
3702,-12,14,-135
3703,-37,99,64
3704,46,-89,21
3705,46,-89,21
3706,-49,96,-17
3707,33,16,22
3708,33,16,22
3709,-5,-78,-5
3710,-5,-78,-5
3711,-47,178,-80
3712,-6,-273,27
3713,-6,-273,27
3714,27,258,-54
3715,30,-128,-27
3716,30,-128,-27
3717,-33,-62,64
3718,-33,-62,64
3719,17,218,-48
3720,-46,-305,149
3721,-46,-305,149
3722,7,238,-177
3723,-31,-173,116
3724,-31,-173,116
3725,30,63,112
3726,30,63,112
3727,-9,31,-60
3728,42,-62,71
3729,42,-62,71
3730,51,22,-107
3731,-25,22,18
3732,-25,22,18
3733,56,-78,-45
3734,56,-78,-45
3735,-37,91,-40
3736,7,-60,-34
3737,7,-60,-34
3738,-58,-95,-34
3739,-58,-95,-34
3740,0,205,-13
3741,-3,-310,45
3742,-3,-310,45
3743,-38,305,-94
3744,-3,-158,41
3745,-3,-158,41
3746,-29,0,62
3747,-29,0,62
3748,-11,163,-109
3749,17,-218,166
3750,17,-218,166
3751,63,230,-162
3752,-37,-192,64
3753,-37,-192,64
3754,46,59,39
3755,46,59,39
3756,-34,-14,-26
3757,0,-30,140
3758,0,-30,140
3759,9,-95,-83
3760,-25,146,106
3761,-25,146,106
3762,41,-178,-10
3763,41,-178,-10
3764,-44,77,-45
3765,57,-13,6
3766,57,-13,6
3767,-35,-149,31
3768,-22,257,22
3769,-22,257,22
3770,-8,-310,39
3771,-8,-310,39
3772,-29,306,-66
3773,-1,-129,8
3774,-1,-129,8
3775,-21,-35,64
3776,-10,169,-93
3777,-10,169,-93
3778,18,-121,50
3779,18,-121,50
3780,8,185,-147
3781,-22,-67,91
3782,-22,-67,91
3783,41,-7,-4
3784,-41,-2,-91
3785,-41,-2,-91
3786,22,16,97
3787,22,16,97
3788,-14,-113,-97
3789,-76,163,124
3790,-76,163,124
3791,40,-151,60
3792,-40,105,3
3793,-40,105,3
3794,67,0,-14
3795,67,0,-14
3796,1,-157,-2
3797,-16,203,-45
3798,-16,203,-45
3799,-3,-241,73
3800,-17,175,-112
3801,-17,175,-112
3802,-6,-143,-7
3803,-6,-143,-7
3804,-7,-16,31
3805,-8,110,-109
3806,-8,110,-109
3807,4,-139,169
3808,26,147,-151
3809,26,147,-151
3810,-36,-94,105
3811,-36,-94,105
3812,6,77,45
3813,-56,-67,-27
3814,-56,-67,-27
3815,39,88,115
3816,14,-152,-156
3817,14,-152,-156
3818,-16,162,66
3819,-16,162,66
3820,45,-136,-21
3821,-28,89,-10
3822,-28,89,-10
3823,22,20,-14
