SNO,Xdata,Ydata,Zdata
0,58,-46,-111
1,58,-46,-111
2,-53,55,170
3,42,-24,-71
4,42,-24,-71
5,2,2,44
6,2,2,44
7,-31,97,65
8,59,-62,-76
9,59,-62,-76
10,-59,43,151
11,44,20,-47
12,44,20,-47
13,-18,-63,-79
14,-18,-63,-79
15,-42,48,63
16,25,60,39
17,25,60,39
18,-5,-44,4
19,7,74,71
20,7,74,71
21,19,39,-133
22,19,39,-133
23,-40,-35,74
24,20,79,17
25,20,79,17
26,10,-42,-116
27,-26,15,124
28,-26,15,124
29,40,34,-120
30,40,34,-120
31,-55,-1,88
32,51,23,35
33,51,23,35
34,44,5,-119
35,-29,64,62
36,-29,64,62
37,30,-48,-36
38,30,-48,-36
39,-44,109,20
40,56,20,35
41,56,20,35
42,19,-29,-54
43,-36,68,47
44,-36,68,47
45,7,-41,111
46,7,-41,111
47,2,17,-29
48,-13,51,59
49,-13,51,59
50,16,22,-84
51,2,-44,-4
52,2,-44,-4
53,-21,93,64
54,-21,93,64
55,21,-64,-129
56,-23,12,133
57,-23,12,133
58,48,92,-32
59,-11,-57,-29
60,-11,-57,-29
61,-20,61,105
62,-20,61,105
63,30,-10,-117
64,-17,-7,39
65,-17,-7,39
66,22,-7,-1
67,22,-7,-1
68,-11,91,-13
69,-15,-76,56
70,-15,-76,56
71,53,28,-26
72,35,46,-67
73,35,46,-67
74,44,-56,63
75,44,-56,63
76,45,84,-44
77,2,21,-49
78,2,21,-49
79,-12,-17,7
80,-3,17,-125
81,-3,17,-125
82,-23,46,181
83,-23,46,181
84,48,-36,-115
85,-7,21,-30
86,-7,21,-30
87,-23,50,-11
88,36,-62,-121
89,36,-62,-121
90,-33,92,139
91,-33,92,139
92,20,-30,-139
93,-16,17,6
94,-16,17,6
95,-2,33,51
96,21,12,-89
97,21,12,-89
98,-26,-28,70
99,-26,-28,70
100,20,55,-1
101,7,-23,-96
102,7,-23,-96
103,-18,-46,103
104,8,88,-12
105,8,88,-12
106,-4,-34,-35
107,-4,-34,-35
108,-11,18,85
109,23,73,-172
110,23,73,-172
111,-51,-41,145
112,58,60,26
113,58,60,26
114,23,-3,-77
115,23,-3,-77
116,-17,79,96
117,50,-36,-126
118,50,-36,-126
119,1,46,88
120,69,-14,-36
121,69,-14,-36
122,12,-39,-34
123,12,-39,-34
124,-50,99,50
125,19,-75,-64
126,19,-75,-64
127,-40,39,42
128,33,35,1
129,33,35,1
130,38,42,-121
131,38,42,-121
132,-60,-13,2
133,-2,97,38
134,-2,97,38
135,30,-63,-70
136,23,47,86
137,23,47,86
138,62,69,-79
139,62,69,-79
140,-17,-45,42
141,-14,62,97
142,-14,62,97
143,31,9,-197
144,13,10,53
145,13,10,53
146,29,58,-13
147,29,58,-13
148,-37,38,20
149,-6,-6,54
150,-6,-6,54
151,15,13,-139
152,15,13,-139
153,-38,58,18
154,23,-56,22
155,23,-56,22
156,13,62,-60
157,10,-17,0
158,10,-17,0
159,25,11,-55
160,25,11,-55
161,-39,58,-51
162,10,23,90
163,10,23,90
164,40,-17,-95
165,25,27,95
166,25,27,95
167,25,55,-47
168,25,55,-47
169,4,-59,-58
170,-38,120,164
171,-38,120,164
172,59,-66,-145
173,-18,25,72
174,-18,25,72
175,14,43,11
176,14,43,11
177,1,-16,-103
178,-30,-16,137
179,-30,-16,137
180,47,48,-85
181,-6,1,1
182,-6,1,1
183,-29,-56,52
184,-29,-56,52
185,14,54,-37
186,-4,-76,54
187,-4,-76,54
188,35,37,66
189,48,51,-138
190,48,51,-138
191,-4,-13,60
192,-4,-13,60
193,-15,66,1
194,-1,13,-99
195,-1,13,-99
196,-13,34,103
197,14,1,-145
198,14,1,-145
199,-33,39,165
200,-33,39,165
201,65,4,-67
202,-12,-7,3
203,-12,-7,3
204,-18,104,53
205,9,-145,-117
206,9,-145,-117
207,-28,119,76
208,-28,119,76
209,31,-38,-25
210,24,20,-64
211,24,20,-64
212,1,20,101
213,23,34,11
214,23,34,11
215,19,-39,-52
216,19,-39,-52
217,40,90,151
218,27,-34,-129
219,27,-34,-129
220,-56,-36,25
