SNO,Xdata,Ydata,Zdata
10453,2,-15,-84
10454,27,6,1
10455,27,6,1
10456,2,-1,25
10457,6,-4,19
10458,6,-4,19
10459,2,-11,8
10460,-29,29,-9
10461,-29,29,-9
10462,-41,-20,-22
10463,-41,-20,-22
10464,-15,-14,6
10465,-40,-17,-34
10466,-40,-17,-34
10467,-17,-9,-21
10468,-12,-16,-49
10469,-12,-16,-49
10470,4,-1,-39
10471,4,-1,-39
10472,-16,2,3
10473,25,36,13
10474,25,36,13
10475,-9,31,12
10476,-1,7,4
10477,-1,7,4
10478,-25,0,52
10479,-25,0,52
10480,-16,20,-8
10481,25,12,0
10482,25,12,0
10483,8,22,-5
10484,44,6,15
10485,44,6,15
10486,-1,-5,39
10487,-1,-5,39
10488,-3,-15,-4
10489,-11,-13,-34
10490,-11,-13,-34
10491,5,-31,-11
10492,14,9,14
10493,14,9,14
10494,16,17,-24
10495,16,17,-24
10496,18,1,-4
10497,-16,-25,-41
10498,-16,-25,-41
10499,3,-19,-26
10500,14,0,33
10501,14,0,33
10502,-3,10,10
10503,-3,10,10
10504,-24,-15,-19
10505,-26,32,-21
10506,-26,32,-21
10507,-33,15,-16
10508,-28,-25,-11
10509,-28,-25,-11
10510,-1,0,-6
10511,-1,0,-6
10512,-8,-6,15
10513,17,-4,49
10514,17,-4,49
10515,11,3,-36
10516,-2,-24,-30
10517,-2,-24,-30
10518,18,17,-41
10519,18,17,-41
10520,15,-6,3
10521,7,0,9
10522,7,0,9
10523,-11,4,-6
10524,-11,4,-6
10525,22,7,-11
10526,13,-14,-49
10527,13,-14,-49
10528,-5,9,-11
10529,-2,-33,23
10530,-2,-33,23
10531,4,-13,-30
10532,4,-13,-30
10533,-6,-15,-9
10534,-1,32,-21
10535,-1,32,-21
10536,-33,4,9
10537,-7,13,15
10538,-7,13,15
10539,18,-16,-35
10540,18,-16,-35
10541,-3,-5,35
10542,-23,-19,-29
10543,-23,-19,-29
10544,-1,7,-1
10545,12,-20,58
10546,12,-20,58
10547,7,2,-12
10548,7,2,-12
10549,-9,-13,3
10550,-35,-15,-8
10551,-35,-15,-8
10552,-15,-16,-23
10553,-28,4,13
10554,-28,4,13
10555,-10,-21,18
10556,-10,-21,18
10557,3,-1,53
10558,-14,-18,47
10559,-14,-18,47
10560,-6,-24,29
10561,4,21,29
10562,4,21,29
10563,10,6,16
10564,10,6,16
10565,-9,-25,-3
10566,7,16,-18
10567,7,16,-18
10568,1,-6,-8
10569,8,18,8
10570,8,18,8
10571,-17,-30,-1
10572,-17,-30,-1
10573,-4,-3,-21
10574,-13,-8,40
10575,-13,-8,40
10576,-7,-1,-11
10577,-11,-14,15
10578,-11,-14,15
10579,20,16,-9
10580,20,16,-9
10581,34,-13,6
10582,-17,13,35
10583,-17,13,35
10584,-38,-1,-4
10585,-11,1,-17
10586,-11,1,-17
10587,5,-10,7
10588,5,-10,7
10589,-9,-5,9
10590,-34,-6,-7
10591,-34,-6,-7
10592,-11,31,-5
10593,4,-8,-19
10594,4,-8,-19
10595,13,11,27
10596,13,11,27
10597,-13,-40,8
10598,-33,11,-29
10599,-33,11,-29
10600,-1,39,8
10601,6,29,30
10602,6,29,30
10603,0,13,-45
10604,0,13,-45
10605,6,27,1
10606,16,-40,-22
10607,16,-40,-22
10608,-4,-23,-20
10609,-4,-23,-20
10610,6,-19,28
10611,10,6,-9
10612,10,6,-9
10613,-21,-26,30
10614,-4,-49,38
10615,-4,-49,38
10616,-19,-21,-15
10617,-19,-21,-15
10618,-13,21,-22
10619,-6,-6,-31
10620,-6,-6,-31
10621,-9,8,-4
10622,26,28,33
10623,26,28,33
10624,44,3,-1
10625,44,3,-1
10626,-1,-7,22
10627,-12,15,-3
10628,-12,15,-3
10629,5,-3,-4
10630,-14,13,-34
10631,-14,13,-34
10632,22,-6,17
10633,22,-6,17
10634,15,34,-16
10635,2,-18,-22
10636,2,-18,-22
10637,-20,-3,-5
10638,2,-23,-41
10639,2,-23,-41
10640,38,9,-33
10641,38,9,-33
10642,-6,5,-1
10643,21,32,7
10644,21,32,7
10645,-3,-18,14
10646,-8,10,-10
10647,-8,10,-10
10648,12,7,-9
10649,12,7,-9
10650,-2,9,4
10651,-22,-3,-50
10652,-22,-3,-50
10653,-20,40,-55
10654,-19,2,47
10655,-19,2,47
10656,17,4,-26
10657,17,4,-26
10658,0,-27,37
10659,-1,22,13
10660,-1,22,13
10661,5,-27,3
10662,-4,8,34
10663,-4,8,34
10664,0,-21,-39
10665,0,-21,-39
