SNO,Xdata,Ydata,Zdata
0,-52,-87,48
1,-52,-87,48
2,-3,84,-20
3,-96,-57,114
4,-96,-57,114
5,-28,79,18
6,-71,-98,40
7,-71,-98,40
8,-50,13,-27
9,-50,13,-27
10,-59,-27,11
11,-80,77,20
12,-80,77,20
13,-68,-37,23
14,-31,-6,18
15,-31,-6,18
16,3,-23,-12
17,3,-23,-12
18,-5,31,-27
19,-24,-81,-6
20,-24,-81,-6
21,4,57,-37
22,-44,-70,5
23,-44,-70,5
24,-19,43,-13
25,-19,43,-13
26,-12,-49,34
27,-5,59,-34
28,-5,59,-34
29,-20,-54,-3
30,-20,-54,-3
31,-54,55,2
32,-58,-75,32
33,-58,-75,32
34,-29,55,23
35,-1,-11,10
36,-1,-11,10
37,-14,25,-29
38,-14,25,-29
39,-35,-34,8
40,-17,-9,-2
41,-17,-9,-2
42,-23,-21,-4
43,-41,-7,-77
44,-41,-7,-77
45,-55,-20,-81
46,-55,-20,-81
47,-38,10,-2
48,-14,14,-2
49,-14,14,-2
50,-36,6,-60
51,-34,17,-49
52,-34,17,-49
53,4,-28,2
54,4,-28,2
55,-12,1,54
56,39,-20,-35
57,39,-20,-35
58,-8,39,-12
59,-27,-5,-12
60,-27,-5,-12
61,-48,-34,-19
62,-48,-34,-19
63,-26,-5,-40
64,-30,0,-19
65,-30,0,-19
66,-18,3,-25
67,7,-4,-42
68,7,-4,-42
69,-41,-48,-13
70,-41,-48,-13
71,-23,-5,-4
72,-34,21,55
73,-34,21,55
74,-25,-3,-11
75,-43,30,-45
76,-43,30,-45
77,0,-13,-37
78,0,-13,-37
79,-6,-23,18
80,-32,26,-26
81,-32,26,-26
82,-9,-14,-45
83,-43,-17,41
84,-43,-17,41
85,7,-12,14
86,7,-12,14
87,-7,-66,11
88,4,-16,-23
89,4,-16,-23
90,11,-13,-5
91,-11,-10,29
92,-11,-10,29
93,-5,4,-2
94,-5,4,-2
95,-39,-9,3
96,-32,43,-16
97,-32,43,-16
98,-26,51,48
99,-41,9,15
100,-41,9,15
101,-27,10,4
102,-27,10,4
103,12,-23,16
104,-16,15,-24
105,-16,15,-24
106,-28,-2,-24
107,-33,14,-1
108,-33,14,-1
109,-14,-15,-24
110,-14,-15,-24
111,7,18,36
112,-14,-4,35
113,-14,-4,35
114,-48,-31,52
115,-48,-31,52
116,-37,0,-9
117,1,-15,-26
118,1,-15,-26
119,13,-28,-1
120,-51,-21,26
121,-51,-21,26
122,-12,-56,8
123,-12,-56,8
124,-13,25,68
125,-7,-29,52
126,-7,-29,52
127,-52,57,37
128,-14,-23,-16
129,-14,-23,-16
130,-23,1,-42
131,-23,1,-42
132,-17,-45,3
133,22,26,-12
134,22,26,-12
135,11,10,56
136,-18,23,9
137,-18,23,9
138,-65,-45,-24
139,-65,-45,-24
140,-46,20,22
141,-26,-27,-4
142,-26,-27,-4
143,-15,25,-19
144,-45,1,-16
145,-45,1,-16
146,-32,16,2
147,-32,16,2
148,-32,-11,10
149,15,53,-2
150,15,53,-2
151,-28,-4,31
152,-53,1,6
153,-53,1,6
154,-20,-29,16
155,-20,-29,16
156,-45,2,15
157,-47,-1,-15
158,-47,-1,-15
159,5,-25,25
160,-71,13,22
161,-71,13,22
162,-9,8,-33
163,-9,8,-33
164,-39,-48,-67
165,-48,-9,-26
166,-48,-9,-26
167,-13,-8,-19
168,3,24,-3
169,3,24,-3
170,2,10,-4
171,2,10,-4
172,-18,-23,-37
173,-32,15,16
174,-32,15,16
175,-8,0,17
176,-18,-20,5
177,-18,-20,5
178,-18,45,17
179,-18,45,17
180,-40,11,18
181,-65,-17,-35
182,-65,-17,-35
183,-65,50,-18
184,3,7,0
185,3,7,0
186,-23,-26,-17
187,-23,-26,-17
188,-13,18,-6
189,8,38,13
190,8,38,13
191,-10,13,28
192,-8,32,31
193,-8,32,31
194,-8,3,3
195,-8,3,3
196,1,12,24
197,17,39,32
198,17,39,32
199,-47,-50,-12
200,-47,-50,-12
201,-29,-14,62
202,-2,-23,-19
203,-2,-23,-19
204,-4,-25,-19
205,-23,-3,-31
206,-23,-3,-31
207,-45,-35,-18
208,-45,-35,-18
209,-45,9,6
210,-30,-6,-29
211,-30,-6,-29
212,-30,29,-61
213,-28,17,-35
214,-28,17,-35
215,-26,11,-15
216,-26,11,-15
217,5,12,65
218,-13,22,23
219,-13,22,23
220,-18,3,-16
221,-53,38,22
222,-53,38,22
223,-23,9,7
