SNO,Xdata,Ydata,Zdata
0,24,20,-36
1,30,-9,-109
2,30,-9,-109
3,-62,66,-11
4,51,-62,49
5,51,-62,49
6,-6,27,67
7,-6,27,67
8,63,-61,-118
9,-52,58,9
10,-52,58,9
11,-10,-32,10
12,0,-8,122
13,0,-8,122
14,39,41,-6
15,39,41,-6
16,21,-1,-92
17,-89,62,20
18,-89,62,20
19,6,-92,57
20,-42,-3,49
21,-42,-3,49
22,75,-11,-169
23,75,-11,-169
24,-49,75,60
25,-28,11,-51
26,-28,11,-51
27,-4,-14,145
28,68,-20,-68
29,68,-20,-68
30,15,49,-57
31,15,49,-57
32,-41,46,87
33,13,-71,28
34,13,-71,28
35,-18,-54,106
36,92,0,-142
37,92,0,-142
38,-62,78,-7
39,-62,78,-7
40,-35,10,12
41,-22,-74,108
42,-22,-74,108
43,-16,12,-22
44,27,10,-114
45,27,10,-114
46,-111,65,31
47,-111,65,31
48,4,-31,8
49,12,-2,77
50,12,-2,77
51,66,-54,-138
52,-13,48,-30
53,-13,48,-30
54,-34,2,36
55,-34,2,36
56,-28,-14,82
57,57,2,-65
58,57,2,-65
59,49,33,-163
60,-68,15,108
61,-68,15,108
62,-16,56,27
63,-16,56,27
64,5,-74,58
65,17,82,-83
66,17,82,-83
67,0,-27,-57
68,-106,86,132
69,-106,86,132
70,0,-95,67
71,0,-95,67
72,-52,76,0
73,78,-48,-105
74,78,-48,-105
75,-72,138,43
76,22,-105,63
77,22,-105,63
78,-48,70,57
79,-48,70,57
80,43,-44,-126
81,-5,121,35
82,-5,121,35
83,0,-14,55
84,0,-14,55
85,-27,-15,98
86,31,34,-90
87,31,34,-90
88,-10,45,-103
89,-100,84,-26
90,-100,84,-26
91,9,-70,-24
92,9,-70,-24
93,-65,9,126
94,100,-35,-150
95,100,-35,-150
96,-40,101,-112
97,-62,68,40
98,-62,68,40
99,10,-124,96
100,10,-124,96
101,9,24,-42
102,70,-22,-118
103,70,-22,-118
104,-79,27,67
105,-53,27,-44
106,-53,27,-44
107,15,-63,85
108,15,-63,85
109,47,57,-54
110,-52,20,-66
111,-52,20,-66
112,-80,16,35
113,21,-69,46
114,21,-69,46
115,0,36,4
116,0,36,4
117,63,-21,-107
118,-85,99,34
119,-85,99,34
120,26,-23,21
121,14,-15,173
122,14,-15,173
123,85,-60,-62
124,85,-60,-62
125,-5,44,11
126,-36,56,-11
127,-36,56,-11
128,-24,-85,70
129,-10,11,53
130,-10,11,53
131,88,-27,-127
132,88,-27,-127
133,-106,85,80
134,-7,-16,10
135,-7,-16,10
136,-28,-50,71
137,16,34,-52
138,16,34,-52
139,-1,18,-71
140,-1,18,-71
141,-65,116,44
142,6,-91,57
143,6,-91,57
144,35,23,1
145,68,7,-104
146,68,7,-104
147,-36,52,13
148,-36,52,13
149,31,-33,-23
150,9,-64,104
151,9,-64,104
152,65,4,-75
153,-5,3,-85
154,-5,3,-85
155,-66,70,52
156,-66,70,52
157,-9,-86,63
158,-1,10,53
159,-1,10,53
160,82,-84,-82
161,82,-84,-82
162,-7,214,-29
163,0,-143,169
164,0,-143,169
165,-32,119,91
166,60,-93,-158
167,60,-93,-158
168,8,84,-35
169,8,84,-35
170,-28,-46,80
171,-28,-26,107
172,-28,-26,107
173,-6,3,-8
174,65,15,-166
175,65,15,-166
176,-9,28,16
177,-9,28,16
178,6,89,-26
179,-19,-70,125
180,-19,-70,125
181,34,-4,-66
182,40,-10,-39
183,40,-10,-39
184,-66,86,47
185,-66,86,47
186,9,-124,48
187,-36,47,9
188,-36,47,9
189,105,-37,-126
190,-67,109,47
191,-67,109,47
192,-12,29,-14
193,-12,29,-14
194,14,-135,89
195,52,44,-25
196,52,44,-25
197,6,-28,-143
198,-65,94,89
199,-65,94,89
200,55,-107,-16
201,55,-107,-16
202,-50,38,92
203,70,-81,-135
204,70,-81,-135
205,-65,100,-20
206,-5,-43,-6
207,-5,-43,-6
208,-21,-14,117
209,-21,-14,117
210,57,-26,-46
211,15,40,-107
212,15,40,-107
213,-42,10,56
214,-4,-5,41
215,-4,-5,41
216,15,-11,16
217,15,-11,16
218,93,36,-206
219,-21,56,27
220,-21,56,27
221,-9,48,0
222,2,-90,90
223,2,-90,90
224,22,38,-17
225,22,38,-17
226,50,-19,-82
227,-78,79,59
228,-78,79,59
229,7,-53,-33
230,8,-21,115
231,8,-21,115
232,78,-10,-132
233,78,-10,-132
234,-12,20,-11
235,-8,3,99
236,-8,3,99
237,24,-68,28
238,24,-68,28
239,44,23,-6
240,-6,14,-109
241,-6,14,-109
242,-91,77,19
243,8,-26,8
244,8,-26,8
245,-8,-13,89
246,-8,-13,89
247,65,23,-80
248,-22,59,-8
249,-22,59,-8
250,-51,25,40
251,-11,-82,35
252,-11,-82,35
253,-8,25,-1
254,-8,25,-1
255,36,-62,-68
256,-69,85,24
257,-69,85,24
258,15,-42,5
259,-49,-22,72
260,-49,-22,72
261,48,56,-124
262,48,56,-124
263,-20,83,38
264,-32,11,36
265,-32,11,36
266,24,-40,66
267,45,10,-1
268,45,10,-1
269,79,12,-160
270,79,12,-160
271,-66,62,41
272,15,-49,9
273,15,-49,9
274,-15,-56,58
275,44,-7,-82
276,44,-7,-82
277,0,7,-11
278,0,7,-11
279,-62,76,32
280,-14,-66,61
281,-14,-66,61
282,-19,6,-56
283,63,8,-66
284,63,8,-66
285,-65,115,70
286,-65,115,70
287,2,-8,-30
288,-7,-13,38
289,-7,-13,38
290,74,3,-159
291,30,-18,-6
292,30,-18,-6
293,-35,84,31
294,-35,84,31
295,-15,-62,50
296,-51,50,3
297,-51,50,3
298,53,-27,-111
299,-91,91,26
300,-91,91,26
301,-13,-21,55
302,-13,-21,55
303,-24,-7,87
304,70,-2,-109
305,70,-2,-109
306,-23,54,-54
307,-20,59,24
308,-20,59,24
309,14,-66,74
310,14,-66,74
311,33,7,-20
312,44,-40,-158
313,44,-40,-158
314,-88,91,42
315,-88,91,42
316,-24,-18,-4
317,-6,-56,98
318,-6,-56,98
319,49,6,-84
320,-24,28,-81
321,-24,28,-81
322,-41,65,24
323,-41,65,24
324,14,-45,8
325,-8,42,54
326,-8,42,54
327,84,7,-130
328,-54,71,20
329,-54,71,20
330,-17,-27,11
331,-17,-27,11
332,4,-53,110
333,71,-9,-77
334,71,-9,-77
335,-24,-24,-93
336,-74,48,31
337,-74,48,31
338,17,-49,65
339,17,-49,65
340,-8,-30,79
341,72,-14,-154
342,72,-14,-154
343,-66,90,32
344,-6,9,4
345,-6,9,4
346,-10,-50,92
347,-10,-50,92
348,40,-10,-110
349,46,32,-75
350,46,32,-75
351,-39,75,50
352,5,-43,123
353,5,-43,123
354,11,-2,121
355,11,-2,121
356,72,-28,-167
357,-64,66,6
358,-64,66,6
359,1,-35,13
360,4,-34,127
361,4,-34,127
362,59,-3,14
363,59,-3,14
364,15,6,-89
365,-83,63,-10
366,-83,63,-10
367,-25,-124,124
368,7,42,-3
369,7,42,-3
370,58,-32,-188
371,58,-32,-188
372,-69,149,69
373,24,1,-109
374,24,1,-109
375,-58,-145,287
376,117,182,-161
377,117,182,-161
378,52,-34,-203
379,52,-34,-203
380,-168,119,293
381,121,-46,-120
382,121,-46,-120
383,-27,0,66
384,25,60,-45
385,25,60,-45
386,0,-23,-75
387,0,-23,-75
388,-91,176,10
389,65,-132,74
390,65,-132,74
391,-14,5,25
392,-14,5,25
393,5,47,-192
394,-16,-17,103
395,-16,-17,103
396,-6,38,54
