SNO,Xdata,Ydata,Zdata
0,57,-92,31
1,57,-92,31
2,-4,42,76
3,73,-49,-171
4,73,-49,-171
5,-75,57,65
6,-75,57,65
7,-22,2,-54
8,9,-85,126
9,9,-85,126
10,16,27,-42
11,30,-77,-97
12,30,-77,-97
13,-99,127,96
14,-99,127,96
15,52,-162,-10
16,-2,77,68
17,-2,77,68
18,67,-62,-165
19,-62,18,38
20,-62,18,38
21,-12,84,47
22,-12,84,47
23,10,-112,71
24,4,83,-33
25,4,83,-33
26,-19,-110,-122
27,-50,128,49
28,-50,128,49
29,43,-94,-27
30,43,-94,-27
31,-11,17,156
32,32,0,-92
33,32,0,-92
34,-14,29,-58
35,-80,72,4
36,-80,72,4
37,20,-132,70
38,20,-132,70
39,4,74,1
40,41,-55,-145
41,41,-55,-145
42,-78,155,28
43,20,-60,-12
44,20,-60,-12
45,4,-32,86
46,4,-32,86
47,50,14,-87
48,-57,-2,18
49,-57,-2,18
50,-40,97,27
51,28,-127,114
52,28,-127,114
53,10,41,18
54,10,41,18
55,30,-81,-88
56,-98,104,45
57,-98,104,45
58,-23,-100,-50
59,5,38,90
60,5,38,90
61,92,23,-139
62,92,23,-139
63,6,6,-1
64,29,105,-2
65,29,105,-2
66,37,-162,102
67,37,-162,102
68,-24,122,45
69,80,-51,-149
70,80,-51,-149
71,-101,88,65
72,6,-67,-18
73,6,-67,-18
74,0,-32,95
75,0,-32,95
76,58,34,-148
77,21,-38,-11
78,21,-38,-11
79,-75,104,74
80,4,-125,58
81,4,-125,58
82,-28,93,-10
83,-28,93,-10
84,40,-117,-165
85,-60,148,51
86,-60,148,51
87,1,-40,54
88,-21,-72,153
89,-21,-72,153
90,49,56,-83
91,49,56,-83
92,-14,-41,-40
93,-63,129,12
94,-63,129,12
95,6,-156,65
96,-55,47,101
97,-55,47,101
98,70,-111,-147
99,70,-111,-147
100,-73,73,38
101,-14,-24,-37
102,-14,-24,-37
103,-34,-86,134
104,22,29,-40
105,22,29,-40
106,38,-31,-89
107,38,-31,-89
108,-61,127,91
109,16,-165,44
110,16,-165,44
111,44,42,66
112,41,-29,-92
113,41,-29,-92
114,-63,93,27
115,-63,93,27
116,-10,-10,4
117,-4,-121,77
118,-4,-121,77
119,35,32,-48
120,44,-56,-21
121,44,-56,-21
122,-54,101,4
123,-54,101,4
124,10,-133,-18
125,-18,40,13
126,-18,40,13
127,76,-86,-108
128,-77,64,97
129,-77,64,97
130,-36,3,-8
131,-36,3,-8
132,-26,-59,65
133,-8,39,-8
134,-8,39,-8
135,38,-14,-50
136,-66,119,94
137,-66,119,94
138,1,-68,3
139,1,-68,3
140,-3,-22,59
141,50,-23,-86
142,50,-23,-86
143,-26,1,-42
144,-26,1,-42
145,-59,72,20
146,25,-126,91
147,25,-126,91
148,21,82,-48
149,54,-114,-68
150,54,-114,-68
151,-66,171,-4
152,-66,171,-4
153,22,-155,52
154,-16,53,43
155,-16,53,43
156,79,-62,-122
157,-50,75,29
158,-50,75,29
159,-5,15,-61
160,-5,15,-61
161,-35,-82,101
162,13,-4,-69
163,13,-4,-69
164,62,-59,-63
165,-69,123,87
166,-69,123,87
167,19,-113,56
168,19,-113,56
169,-8,37,138
170,90,-53,-150
171,90,-53,-150
172,-53,40,3
173,-12,-27,45
174,-12,-27,45
175,8,-57,97
176,8,-57,97
177,-6,-19,-3
178,21,-16,-29
179,21,-16,-29
180,-81,57,-10
181,-10,-103,-20
182,-10,-103,-20
183,-57,11,58
184,-57,11,58
185,43,36,-104
186,-39,-13,-22
187,-39,-13,-22
188,-26,87,-15
189,41,-123,121
190,41,-123,121
191,40,58,-7
192,40,58,-7
193,66,-84,-58
194,-59,156,11
195,-59,156,11
196,-31,-52,16
197,33,-34,102
198,33,-34,102
199,57,29,-150
200,57,29,-150
201,-26,-74,32
202,-47,153,25
203,-47,153,25
204,-28,-117,64
205,0,95,53
206,0,95,53
207,75,-112,-142
208,75,-112,-142
209,-118,156,95
210,51,-147,-14
211,51,-147,-14
212,-45,25,111
213,72,-9,-198
214,72,-9,-198
215,8,-72,36
216,8,-72,36
217,-50,106,6
218,33,-177,27
219,33,-177,27
220,23,133,65
221,23,133,65
222,82,-81,-175
223,-84,127,71
224,-84,127,71
225,17,-100,-5
226,-31,38,76
227,-31,38,76
228,78,-50,-94
229,78,-50,-94
230,-33,46,-40
231,-6,36,76
232,-6,36,76
233,39,-44,18
234,40,-79,136
235,40,-79,136
236,36,22,-111
237,36,22,-111
238,-61,7,-42
239,-28,71,45
240,-28,71,45
241,13,-152,70
242,26,94,-37
243,26,94,-37
244,44,-143,-43
245,44,-143,-43
246,-119,275,74
247,46,-289,12
248,46,-289,12
249,-26,216,80
250,146,-218,-139
251,146,-218,-139
252,-66,177,57
253,-66,177,57
254,2,-79,-25
255,3,97,36
256,3,97,36
257,78,-47,-91
258,11,50,-62
259,11,50,-62
260,-15,-31,37
261,-15,-31,37
262,-20,-2,46
263,20,-10,76
264,20,-10,76
265,29,-5,-46
266,-10,7,-67
267,-10,7,-67
268,-47,45,73
269,-47,45,73
270,-9,-56,10
271,13,51,-7
272,13,51,-7
273,18,-22,-60
274,-11,-21,-18
275,-11,-21,-18
276,-61,11,75
277,-61,11,75
278,23,-90,-69
279,-15,50,8
280,-15,50,8
281,18,-46,-66
282,-43,-53,117
283,-43,-53,117
284,-37,109,-147
285,-37,109,-147
286,-7,-202,153
287,25,380,-127
288,25,380,-127
289,52,-410,17
290,-64,446,169
291,-64,446,169
292,112,-418,-190
293,112,-418,-190
294,-92,343,181
295,155,-299,-268
296,155,-299,-268
297,-108,243,269
298,-108,243,269
299,70,-110,-71
300,-13,-10,-40
301,-13,-10,-40
302,19,30,65
303,-9,-52,-119
304,-9,-52,-119
305,-49,-4,203
306,-49,-4,203
307,11,-27,-132
308,-21,117,108
309,-21,117,108
310,63,-255,-195
311,-119,299,120
312,-119,299,120
313,119,-176,-60
314,119,-176,-60
315,-12,125,-18
316,12,-135,26
317,12,-135,26
318,-31,102,-7
319,30,-119,69
320,30,-119,69
321,-9,114,-36
322,-9,114,-36
323,46,-139,21
324,-77,97,4
325,-77,97,4
326,-25,-75,-53
327,-6,32,10
328,-6,32,10
329,8,0,14
330,8,0,14
331,-6,13,9
332,-3,5,-53
333,-3,5,-53
334,-6,-27,3
335,-6,14,-26
336,-6,14,-26
337,23,-82,-32
338,23,-82,-32
339,-10,98,-14
340,22,-70,-52
341,22,-70,-52
342,-39,88,44
343,10,-69,-12
344,10,-69,-12
345,-11,22,6
346,-11,22,6
347,-21,-4,-25
348,-20,-2,-16
349,-20,-2,-16
350,10,-31,48
351,-6,31,2
352,-6,31,2
353,-5,-13,-29
354,-5,-13,-29
355,-39,5,-20
356,-41,-75,30
357,-41,-75,30
358,2,-16,54
359,35,-14,-59
360,35,-14,-59
361,-32,40,29
362,-32,40,29
363,-39,39,-33
364,-8,-48,55
365,-8,-48,55
366,14,46,-20
367,10,-21,13
368,10,-21,13
369,-33,51,-30
370,-33,51,-30
371,36,-42,36
372,-12,81,18
373,-12,81,18
374,3,-28,1
375,3,-28,1
376,-15,67,21
377,22,-109,-25
378,22,-109,-25
379,-6,101,44
380,32,-94,-56
381,32,-94,-56
382,-14,75,13
383,-14,75,13
384,-1,-70,11
385,4,64,37
386,4,64,37
387,3,-51,26
388,-14,23,-17
389,-14,23,-17
390,-4,-16,-17
391,-4,-16,-17
392,12,-19,40
393,28,7,-21
394,28,7,-21
395,-21,22,-1
396,14,-45,15
397,14,-45,15
398,-26,27,9
399,-26,27,9
400,-14,-38,6
401,0,1,-43
402,0,1,-43
403,-5,-20,39
404,11,13,-13
405,11,13,-13
406,-20,28,0
407,-20,28,0
408,-2,52,8
409,38,-42,-6
410,38,-42,-6
411,11,3,-15
412,-8,-13,-61
413,-8,-13,-61
414,-12,-8,11
415,-12,-8,11
416,-13,-15,-2
417,10,-14,52
418,10,-14,52
419,-9,16,-15
420,2,7,-32
421,2,7,-32
422,-18,11,-43
423,-18,11,-43
424,9,-17,38
425,54,-27,-29
426,54,-27,-29
427,1,-29,-32
428,-40,-38,-8
429,-40,-38,-8
430,-15,8,-49
431,-15,8,-49
432,-8,-9,11
433,-13,-33,-37
434,-13,-33,-37
435,-7,3,-17
436,2,-13,-6
437,2,-13,-6
438,-2,-4,-20
439,-2,-4,-20
440,-36,-13,-8
441,-18,-12,-21
442,-18,-12,-21
443,9,36,-45
444,-6,12,26
445,-6,12,26
446,-10,-22,-22
447,-10,-22,-22
448,26,46,-44
449,39,10,7
450,39,10,7
451,14,45,8
452,14,45,8
453,-13,-29,8
454,-14,-4,-1
455,-14,-4,-1
456,25,26,-47
457,49,-33,-15
458,49,-33,-15
459,-9,0,3
460,-9,0,3
461,-21,-8,-8
462,-12,20,-28
463,-12,20,-28
464,15,4,-48
465,12,-5,-8
466,12,-5,-8
467,-11,22,13
468,-11,22,13
469,-13,1,-40
470,1,-10,-25
471,1,-10,-25
472,-1,9,44
473,26,25,25
474,26,25,25
475,25,31,-18
476,25,31,-18
477,23,30,-17
478,5,-27,-45
479,5,-27,-45
480,11,-27,-7
481,33,-4,50
482,33,-4,50
483,-7,-13,8
484,-7,-13,8
485,16,0,-5
486,13,40,-20
487,13,40,-20
488,-32,10,36
489,4,-28,8
490,4,-28,8
491,5,10,-55
492,5,10,-55
493,-45,-11,-26
494,-14,0,0
495,-14,0,0
496,5,0,-26
497,27,-27,14
498,27,-27,14
499,12,21,-12
500,12,21,-12
501,3,-38,-42
502,6,37,13
503,6,37,13
504,17,-28,-6
505,6,11,9
506,6,11,9
507,-25,-34,-6
508,-25,-34,-6
509,-21,7,6
510,4,-15,-23
511,4,-15,-23
512,-30,45,-30
513,-7,-9,-25
514,-7,-9,-25
515,-7,-10,39
516,-7,-10,39
517,-13,4,-11
518,7,13,-5
519,7,13,-5
520,4,-9,5
521,7,3,6
522,7,3,6
523,10,-6,42
524,10,-6,42
525,19,-3,39
526,29,29,-30
527,29,29,-30
528,2,-66,9
529,2,-66,9
530,2,-66,9
531,18,-73,-5
532,18,-73,-5
533,-13,14,-31
534,-7,-38,-54
535,-7,-38,-54
536,-41,-5,74
537,-41,-5,74
538,-16,-16,-7
539,5,13,31
540,5,13,31
541,-1,4,40
542,-17,-9,-9
543,-17,-9,-9
544,16,13,-4
545,16,13,-4
546,-6,-36,-70
547,-8,10,47
548,-8,10,47
549,0,-7,0
550,-13,67,21
551,-13,67,21
552,24,-23,20
553,24,-23,20
554,-7,18,-19
555,27,-73,-20
556,27,-73,-20
557,-29,5,16
558,14,-42,-7
559,14,-42,-7
