SNO,Xdata,Ydata,Zdata
0,-36,-62,-88
1,-41,130,11
2,17,-108,64
3,17,-108,64
4,33,78,31
5,93,-87,-59
6,93,-87,-59
7,-42,119,37
8,-42,119,37
9,6,-35,-52
10,-24,-26,153
11,-24,-26,153
12,3,-11,-137
13,-27,-61,-12
14,-27,-61,-12
15,-74,114,47
16,-74,114,47
17,41,-107,51
18,38,56,158
19,38,56,158
20,47,-51,-117
21,47,-51,-117
22,-39,72,46
23,-10,-32,20
24,-10,-32,20
25,-69,-55,90
26,84,-32,-46
27,84,-32,-46
28,-46,-18,19
29,-46,-18,19
30,-72,90,81
31,49,-38,93
32,49,-38,93
33,-27,47,-19
34,116,-81,-86
35,116,-81,-86
36,-83,149,70
37,-83,149,70
38,-11,-54,-90
39,23,-38,168
40,23,-38,168
41,-8,23,-79
42,8,-113,15
43,8,-113,15
44,-36,162,82
45,-36,162,82
46,-25,-94,-73
47,20,22,122
48,20,22,122
49,40,-27,-139
50,-80,21,52
51,-80,21,52
52,34,37,47
53,34,37,47
54,-36,-114,115
55,19,56,18
56,19,56,18
57,52,-19,-75
58,-83,124,-19
59,-83,124,-19
60,45,-95,0
61,45,-95,0
62,-45,53,48
63,48,-138,-78
64,48,-138,-78
65,-65,121,53
66,-61,15,-23
67,-61,15,-23
68,19,-90,63
69,19,-90,63
70,-16,98,-26
71,9,-123,-63
72,9,-123,-63
73,-52,186,65
74,2,-137,-36
75,2,-137,-36
76,-4,-17,150
77,-4,-17,150
78,81,18,-65
79,-43,4,28
80,-43,4,28
81,31,87,29
82,7,-89,13
83,7,-89,13
84,-12,13,-21
85,-12,13,-21
86,42,-11,-35
87,-104,98,90
88,-104,98,90
89,50,-78,-44
90,-44,54,120
91,-44,54,120
92,38,-37,-148
93,38,-37,-148
94,13,18,75
95,-71,81,-11
96,-71,81,-11
97,75,-142,-28
98,75,-142,-28
99,30,116,69
100,26,-96,-229
101,26,-96,-229
102,-77,142,91
103,1,12,16
104,1,12,16
105,18,-42,30
106,18,-42,30
107,58,36,7
108,-11,-45,-50
109,-11,-45,-50
110,-5,116,7
111,-32,-96,84
112,-32,-96,84
113,-10,-85,-36
114,-10,-85,-36
115,35,128,-30
116,-83,6,97
117,-83,6,97
118,-14,-22,-80
119,28,-9,151
120,28,-9,151
121,39,55,-179
122,39,55,-179
123,10,-89,34
124,-105,150,80
125,-105,150,80
126,17,-168,-36
127,-28,97,134
128,-28,97,134
129,77,-88,-208
130,77,-88,-208
131,-59,103,42
132,16,44,46
133,16,44,46
134,7,-59,38
135,53,44,11
136,53,44,11
137,15,12,-68
138,15,12,-68
139,-53,122,37
140,38,-71,21
141,38,-71,21
142,-53,20,-23
143,79,-41,-90
144,79,-41,-90
145,-46,92,50
146,-46,92,50
147,-30,-37,20
148,57,-98,115
149,57,-98,115
150,15,99,-34
151,30,-151,-16
152,30,-151,-16
153,-59,210,130
154,-59,210,130
155,14,-123,-80
156,34,90,85
157,34,90,85
158,66,11,-161
159,-71,-1,12
160,-71,-1,12
161,26,44,3
162,26,44,3
163,-9,-139,6
164,16,1,3
165,16,1,3
166,60,17,-19
167,-78,107,40
168,-78,107,40
169,29,-107,28
170,29,-107,28
171,-10,-31,97
172,60,6,-147
173,60,6,-147
174,17,39,82
175,17,39,82
176,-25,92,25
177,13,-148,44
178,13,-148,44
179,-11,116,33
180,18,-71,-120
181,18,-71,-120
182,-71,96,111
183,-71,96,111
184,2,-107,-29
185,1,-21,96
186,1,-21,96
187,74,-3,-67
188,-52,8,-15
189,-52,8,-15
190,-51,68,58
191,-51,68,58
192,24,-162,45
193,10,109,-34
194,10,109,-34
195,63,-129,-88
196,-127,139,70
197,-127,139,70
198,-12,-90,11
199,-12,-90,11
200,-24,25,43
201,20,-9,-114
202,20,-9,-114
203,56,-27,23
204,-39,137,59
205,-39,137,59
206,52,-128,-71
207,52,-128,-71
208,62,-11,66
209,19,70,-123
210,19,70,-123
211,-17,17,90
212,-7,52,56
213,-7,52,56
214,17,-218,-9
215,17,-218,-9
216,26,140,-110
217,-40,-26,-40
218,-40,-26,-40
219,-83,71,96
220,64,-178,101
221,64,-178,101
222,-44,127,-53
223,-44,127,-53
224,95,-73,-71
225,-66,115,64
226,-66,115,64
227,-15,-38,3
228,114,-67,-25
229,114,-67,-25
230,-7,31,-108
231,-7,31,-108
232,51,-51,-64
233,-26,84,58
234,-26,84,58
235,4,-131,-10
236,49,-17,40
237,49,-17,40
238,8,78,-119
239,8,78,-119
240,-76,-46,33
241,-21,102,120
242,-21,102,120
243,14,-98,-17
244,29,54,6
245,29,54,6
246,2,20,-49
247,2,20,-49
248,-142,50,10
249,70,-102,105
250,70,-102,105
251,-27,98,-25
252,-27,98,-25
253,39,-124,-142
254,-32,131,41
255,-32,131,41
256,-26,-29,5
257,87,-67,105
258,87,-67,105
259,61,39,-47
260,61,39,-47
261,41,2,-69
262,-17,36,141
263,-17,36,141
264,-24,-41,26
265,36,-90,30
266,36,-90,30
267,10,103,-68
268,10,103,-68
269,-55,24,-62
270,-6,89,53
271,-6,89,53
272,-35,-114,28
273,0,46,-41
274,0,46,-41
275,58,1,-45
276,58,1,-45
277,-111,112,38
278,7,-102,73
279,7,-102,73
280,-3,31,57
281,37,-4,-72
282,37,-4,-72
283,-13,65,58
284,-13,65,58
285,-77,62,52
286,56,-190,-18
287,56,-190,-18
288,-12,68,16
289,12,-21,-193
290,12,-21,-193
291,-51,61,87
292,-51,61,87
293,-18,-41,51
294,52,-55,-5
295,52,-55,-5
296,41,9,-26
297,-26,8,-54
298,-26,8,-54
299,-31,29,99
300,-31,29,99
301,-16,-109,60
302,-13,-1,-100
303,-13,-1,-100
304,29,-31,-91
305,-45,105,10
306,-45,105,10
307,7,-73,16
308,7,-73,16
309,57,7,35
310,21,11,-192
311,21,11,-192
312,28,16,39
313,-28,43,112
314,-28,43,112
315,18,-114,19
316,18,-114,19
317,61,-14,18
318,15,0,-163
