SNO,Xdata,Ydata,Zdata
3149,43,114,-759
3150,-51,-227,-183
3151,-51,-227,-183
3152,-32,414,-659
3153,-37,-492,-271
3154,-37,-492,-271
3155,-23,455,-394
3156,77,-382,-632
3157,77,-382,-632
3158,-176,496,-184
3159,-176,496,-184
3160,116,-415,-756
3161,-142,287,-6
3162,-142,287,-6
3163,178,-259,-745
3164,-102,212,-290
3165,-102,212,-290
3166,29,-64,-437
3167,29,-64,-437
3168,-23,52,-377
3169,1,-108,-364
3170,1,-108,-364
3171,-12,130,-645
3172,-39,-43,-322
3173,-39,-43,-322
3174,-29,96,-442
3175,-29,96,-442
3176,23,-163,-382
3177,54,139,-490
3178,54,139,-490
3179,56,-161,-476
3180,-86,262,-352
3181,-86,262,-352
3182,36,-221,-449
3183,36,-221,-449
3184,-45,145,-312
3185,59,-123,-563
3186,59,-123,-563
3187,-111,137,-357
3188,4,-13,-459
3189,4,-13,-459
3190,12,-95,-325
3191,12,-95,-325
3192,23,13,-525
3193,18,-52,-513
3194,18,-52,-513
3195,-58,111,-375
3196,9,-90,-384
3197,9,-90,-384
3198,-39,44,-299
3199,-39,44,-299
3200,85,-70,-583
3201,-75,174,-410
3202,-75,174,-410
3203,-64,4,-456
3204,-38,7,-407
3205,-38,7,-407
3206,50,-15,-497
3207,50,-15,-497
3208,-7,1,-420
3209,-33,68,-387
3210,-33,68,-387
3211,-11,-82,-385
3212,-26,-43,-414
3213,-26,-43,-414
3214,45,-1,-546
3215,45,-1,-546
3216,-41,62,-418
3217,-12,32,-428
3218,-12,32,-428
3219,12,-100,-278
3220,12,-100,-278
3221,58,36,-510
3222,5,3,-445
3223,5,3,-445
3224,-44,182,-383
3225,-46,-153,-444
3226,-46,-153,-444
3227,-41,61,-156
3228,-41,61,-156
3229,114,-31,-720
3230,-176,138,-426
3231,-176,138,-426
3232,-36,-150,-186
3233,6,0,-598
3234,6,0,-598
3235,8,53,-397
3236,8,53,-397
3237,51,-147,-438
3238,-90,126,-448
3239,-90,126,-448
3240,11,-16,-375
3241,17,-84,-308
3242,17,-84,-308
3243,1,80,-581
3244,1,80,-581
3245,-64,71,-428
3246,-30,39,-302
3247,-30,39,-302
3248,15,-53,-373
3249,-21,-57,-463
3250,-21,-57,-463
3251,-3,-40,-481
3252,-3,-40,-481
3253,-63,144,-455
3254,-6,-102,-389
3255,-6,-102,-389
3256,58,-39,-303
3257,63,-19,-555
3258,63,-19,-555
3259,-67,132,-265
3260,-67,132,-265
3261,-5,-101,-421
3262,-9,47,-337
3263,-9,47,-337
3264,-5,37,-372
3265,5,-96,-549
3266,5,-96,-549
3267,-120,175,-337
3268,-120,175,-337
3269,28,-107,-350
3270,-21,-2,-295
3271,-21,-2,-295
3272,64,-53,-571
3273,-20,-35,-381
3274,-20,-35,-381
3275,-80,129,-384
3276,-80,129,-384
3277,36,-164,-348
3278,17,10,-427
3279,17,10,-427
3280,27,-14,-555
3281,-47,86,-377
3282,-47,86,-377
3283,-38,-17,-415
3284,-38,-17,-415
3285,-72,-19,-329
3286,78,-17,-583
3287,78,-17,-583
3288,-48,95,-417
3289,-42,39,-350
3290,-42,39,-350
3291,-3,-92,-361
3292,-3,-92,-361
3293,25,114,-436
3294,72,-70,-535
3295,72,-70,-535
3296,-114,148,-326
3297,-114,148,-326
3298,-75,14,-416
3299,-13,-50,-357
3300,-13,-50,-357
3301,27,1,-516
3302,-24,-11,-337
3303,-24,-11,-337
3304,-14,52,-375
3305,-14,52,-375
3306,-10,-93,-388
3307,13,38,-386
3308,13,38,-386
3309,85,-108,-485
3310,-42,134,-411
3311,-42,134,-411
3312,10,-42,-424
3313,10,-42,-424
3314,-33,16,-332
3315,39,-36,-556
3316,39,-36,-556
3317,-34,23,-355
3318,-11,38,-362
3319,-11,38,-362
3320,-7,-63,-338
3321,-7,-63,-338
3322,-4,-18,-361
3323,59,-61,-519
3324,59,-61,-519
3325,-87,105,-288
3326,-32,-73,-360
3327,-32,-73,-360
3328,-51,-63,-294
3329,-51,-63,-294
3330,15,60,-427
3331,-8,-28,-421
3332,-8,-28,-421
3333,-41,118,-361
3334,3,-154,-284
3335,3,-154,-284
3336,5,32,-377
3337,5,32,-377
3338,58,-63,-551
3339,-61,105,-333
3340,-61,105,-333
3341,5,-23,-394
3342,-33,-31,-270
3343,-33,-31,-270
3344,36,-14,-512
3345,36,-14,-512
3346,-3,6,-403
3347,-61,122,-279
3348,-61,122,-279
3349,-8,-90,-304
3350,-5,57,-357
3351,-5,57,-357
3352,48,-103,-552
3353,48,-103,-552
3354,-102,114,-317
3355,-2,-1,-379
3356,-2,-1,-379
3357,-17,-68,-278
3358,3,8,-447
3359,3,8,-447
3360,-4,-22,-485
3361,-4,-22,-485
3362,-91,115,-282
3363,6,-126,-390
3364,6,-126,-390
3365,-1,40,-359
3366,58,-38,-467
3367,58,-38,-467
3368,-96,146,-419
3369,-96,146,-419
3370,-2,-36,-392
3371,-16,-34,-302
3372,-16,-34,-302
3373,42,44,-494
3374,42,44,-494
3375,0,-82,-364
3376,-93,90,-380
3377,-93,90,-380
3378,22,-132,-324
3379,-7,19,-288
3380,-7,19,-288
3381,65,-41,-543
3382,65,-41,-543
3383,-53,97,-323
3384,-6,-32,-325
3385,-6,-32,-325
3386,6,-27,-278
3387,40,34,-427
3388,40,34,-427
3389,-18,-23,-418
3390,-18,-23,-418
3391,-82,100,-340
3392,-5,-74,-413
3393,-5,-74,-413
3394,13,-40,-283
3395,62,19,-526
3396,62,19,-526
3397,-64,17,-333
3398,-64,17,-333
3399,-25,45,-389
3400,13,-129,-331
3401,13,-129,-331
3402,21,90,-423
3403,53,-109,-447
3404,53,-109,-447
3405,-102,146,-300
3406,-102,146,-300
3407,18,-90,-386
3408,-5,22,-367
3409,-5,22,-367
3410,78,-100,-548
3411,-68,93,-347
3412,-68,93,-347
3413,-2,-22,-338
3414,-2,-22,-338
3415,-21,-26,-301
3416,8,39,-408
3417,8,39,-408
3418,55,-55,-501
3419,-82,151,-276
3420,-82,151,-276
3421,16,-67,-432
3422,16,-67,-432
3423,-22,-12,-285
3424,50,-26,-508
3425,50,-26,-508
3426,-27,31,-378
3427,-40,56,-349
3428,-40,56,-349
3429,9,-129,-308
3430,9,-129,-308
3431,23,56,-399
3432,40,-81,-503
3433,40,-81,-503
3434,-65,113,-375
3435,21,-120,-355
3436,21,-120,-355
3437,-36,12,-259
3438,-36,12,-259
3439,93,44,-521
3440,-64,-6,-368
3441,-64,-6,-368
3442,-39,160,-314
3443,24,-135,-303
3444,24,-135,-303
3445,-52,93,-317
3446,-52,93,-317
3447,118,-198,-544
3448,-117,217,-173
3449,-117,217,-173
3450,25,-134,-401
3451,25,-134,-401
3452,-24,1,-226
3453,76,-52,-503
3454,76,-52,-503
3455,-38,56,-337
3456,-69,38,-304
3457,-69,38,-304
3458,1,-92,-311
3459,1,-92,-311
3460,4,-12,-326
3461,56,-14,-452
3462,56,-14,-452
3463,-106,100,-292
3464,8,-86,-364
3465,8,-86,-364
3466,-28,44,-289
3467,-28,44,-289
3468,47,-19,-499
3469,-39,57,-371
3470,-39,57,-371
3471,-67,71,-364
3472,-15,-94,-279
3473,-15,-94,-279
3474,7,10,-366
3475,7,10,-366
3476,60,-8,-497
3477,-86,46,-280
3478,-86,46,-280
3479,-41,-3,-389
3480,0,-41,-260
3481,0,-41,-260
3482,42,-19,-453
3483,42,-19,-453
3484,-27,-50,-405
3485,-90,131,-277
3486,-90,131,-277
3487,5,-88,-346
3488,5,32,-345
3489,5,32,-345
3490,81,-4,-449
3491,81,-4,-449
3492,-24,56,-361
3493,-5,-2,-292
3494,-5,-2,-292
3495,-18,-71,-323
3496,39,-2,-440
